age,job,marital,education,default,housing,loan,contact,month,day_of_week,duration,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,y,contactado_previamente,rango_edad
40,services,married,high.school,unknown,no,no,telephone,junio,jueves,44,6.0,,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0,0,Adultos (30-45)
43,admin,married,university.degree,no,no,no,telephone,junio,jueves,145,2.0,,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0,0,Adultos (30-45)
35,blue-collar,married,basic,unknown,yes,no,telephone,junio,jueves,196,2.0,,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0,0,Adultos (30-45)
37,blue-collar,single,basic,unknown,yes,yes,telephone,junio,jueves,270,2.0,,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0,0,Adultos (30-45)
47,admin,married,university.degree,unknown,no,no,telephone,junio,jueves,252,2.0,,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0,0,Maduros (45-60)
39,management,married,basic,unknown,yes,no,telephone,junio,jueves,26,1.0,,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0,0,Adultos (30-45)
34,blue-collar,married,basic,no,yes,no,telephone,junio,jueves,335,2.0,,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0,0,Adultos (30-45)
46,blue-collar,married,basic,unknown,no,yes,telephone,junio,jueves,89,1.0,,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0,0,Maduros (45-60)
44,blue-collar,married,basic,no,no,no,telephone,junio,jueves,330,1.0,,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0,0,Adultos (30-45)
40,entrepreneur,married,university.degree,unknown,yes,no,telephone,junio,jueves,91,1.0,,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0,0,Adultos (30-45)
54,admin,married,high.school,no,no,no,telephone,junio,jueves,361,1.0,,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0,0,Maduros (45-60)
46,entrepreneur,married,basic,no,no,no,telephone,junio,jueves,64,1.0,,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0,0,Maduros (45-60)
36,management,divorced,university.degree,no,no,no,telephone,junio,jueves,221,6.0,,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0,0,Adultos (30-45)
41,blue-collar,married,basic,unknown,yes,no,telephone,junio,jueves,84,3.0,,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0,0,Adultos (30-45)
42,services,married,high.school,no,yes,no,telephone,junio,jueves,53,1.0,,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0,0,Adultos (30-45)
34,technician,single,university.degree,no,no,no,telephone,junio,jueves,90,1.0,,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0,0,Adultos (30-45)
45,admin,married,basic,no,no,no,telephone,junio,jueves,141,1.0,,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0,0,Adultos (30-45)
33,services,married,university.degree,no,no,no,telephone,junio,jueves,254,1.0,,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0,0,Adultos (30-45)
45,blue-collar,married,basic,unknown,no,no,telephone,junio,jueves,263,1.0,,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0,0,Adultos (30-45)
40,blue-collar,married,basic,unknown,no,no,telephone,junio,jueves,212,1.0,,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0,0,Adultos (30-45)
38,blue-collar,married,basic,unknown,no,no,telephone,junio,jueves,149,1.0,,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0,0,Adultos (30-45)
49,technician,married,professional.course,no,no,no,telephone,junio,jueves,77,1.0,,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0,0,Maduros (45-60)
49,services,married,high.school,no,no,yes,telephone,junio,jueves,374,3.0,,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0,0,Maduros (45-60)
39,blue-collar,married,basic,unknown,no,no,telephone,junio,jueves,207,1.0,,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0,0,Adultos (30-45)
41,blue-collar,married,basic,unknown,yes,no,telephone,junio,jueves,83,1.0,,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0,0,Adultos (30-45)
41,admin,divorced,high.school,no,yes,no,telephone,junio,jueves,289,1.0,,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0,0,Adultos (30-45)
42,entrepreneur,married,basic,unknown,no,no,telephone,junio,jueves,143,1.0,,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0,0,Adultos (30-45)
49,admin,married,basic,no,no,yes,telephone,junio,jueves,188,1.0,,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0,0,Maduros (45-60)
42,unemployed,married,high.school,unknown,yes,no,telephone,junio,jueves,106,1.0,,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0,0,Adultos (30-45)
34,admin,single,high.school,no,yes,no,telephone,junio,jueves,191,3.0,,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0,0,Adultos (30-45)
49,admin,divorced,high.school,no,no,no,telephone,junio,jueves,370,1.0,,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0,0,Maduros (45-60)
43,technician,married,basic,unknown,yes,no,telephone,junio,jueves,487,1.0,,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0,0,Adultos (30-45)
42,services,married,high.school,unknown,no,no,telephone,junio,jueves,84,1.0,,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0,0,Adultos (30-45)
52,blue-collar,married,basic,unknown,yes,no,telephone,junio,jueves,118,4.0,,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0,0,Maduros (45-60)
50,blue-collar,married,basic,unknown,yes,no,telephone,junio,jueves,56,2.0,,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0,0,Maduros (45-60)
57,admin,married,university.degree,no,no,yes,telephone,junio,jueves,253,1.0,,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0,0,Maduros (45-60)
47,blue-collar,married,basic,no,yes,no,telephone,junio,jueves,786,1.0,,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0,0,Maduros (45-60)
44,blue-collar,married,basic,no,no,no,telephone,junio,jueves,239,1.0,,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0,0,Adultos (30-45)
40,management,married,university.degree,no,no,no,telephone,junio,jueves,136,1.0,,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0,0,Adultos (30-45)
30,admin,married,high.school,no,no,no,telephone,junio,jueves,162,3.0,,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0,0,Jóvenes (<30)
33,management,married,university.degree,no,no,yes,telephone,junio,jueves,219,2.0,,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0,0,Adultos (30-45)
37,unemployed,married,professional.course,unknown,yes,yes,telephone,junio,jueves,135,1.0,,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0,0,Adultos (30-45)
36,admin,married,high.school,no,no,no,telephone,junio,jueves,177,1.0,,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0,0,Adultos (30-45)
38,technician,divorced,professional.course,no,no,no,telephone,junio,jueves,252,2.0,,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0,0,Adultos (30-45)
55,retired,divorced,professional.course,no,no,no,telephone,junio,jueves,416,3.0,,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0,0,Maduros (45-60)
43,unemployed,married,professional.course,no,yes,no,telephone,junio,jueves,52,1.0,,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0,0,Adultos (30-45)
37,technician,single,high.school,no,no,no,telephone,junio,jueves,32,1.0,,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0,0,Adultos (30-45)
31,blue-collar,married,basic,no,no,no,telephone,junio,jueves,217,2.0,,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0,0,Adultos (30-45)
29,student,married,high.school,unknown,no,no,telephone,junio,jueves,145,4.0,,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0,0,Jóvenes (<30)
24,technician,married,professional.course,no,no,no,telephone,junio,jueves,93,2.0,,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0,0,Jóvenes (<30)
57,services,married,high.school,unknown,yes,yes,telephone,junio,jueves,61,1.0,,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0,0,Maduros (45-60)
30,blue-collar,single,basic,no,no,yes,telephone,junio,jueves,262,5.0,,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0,0,Jóvenes (<30)
58,technician,married,high.school,no,no,no,telephone,junio,jueves,246,3.0,,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0,0,Maduros (45-60)
26,admin,single,high.school,no,yes,no,telephone,junio,jueves,92,3.0,,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0,0,Jóvenes (<30)
29,blue-collar,single,high.school,no,yes,no,telephone,junio,jueves,1318,3.0,,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,1,0,Jóvenes (<30)
23,services,single,high.school,no,no,no,telephone,junio,jueves,197,6.0,,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0,0,Jóvenes (<30)
47,management,married,basic,unknown,yes,no,telephone,junio,jueves,282,4.0,,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0,0,Maduros (45-60)
38,blue-collar,married,basic,unknown,no,no,telephone,junio,jueves,922,2.0,,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,1,0,Adultos (30-45)
45,technician,divorced,university.degree,no,yes,yes,telephone,junio,jueves,163,3.0,,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0,0,Adultos (30-45)
52,retired,divorced,basic,unknown,yes,yes,telephone,junio,jueves,26,2.0,,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0,0,Maduros (45-60)
29,admin,single,high.school,no,yes,no,telephone,junio,jueves,63,2.0,,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0,0,Jóvenes (<30)
43,technician,married,basic,unknown,yes,no,telephone,junio,jueves,176,2.0,,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0,0,Adultos (30-45)
36,blue-collar,married,basic,no,yes,no,telephone,junio,jueves,67,2.0,,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0,0,Adultos (30-45)
38,admin,married,high.school,no,no,no,telephone,junio,jueves,605,1.0,,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0,0,Adultos (30-45)
27,blue-collar,married,basic,unknown,yes,no,telephone,junio,jueves,75,2.0,,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0,0,Jóvenes (<30)
38,admin,married,high.school,no,yes,no,telephone,junio,jueves,1411,1.0,,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0,0,Adultos (30-45)
52,services,divorced,high.school,no,yes,no,telephone,junio,jueves,83,1.0,,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0,0,Maduros (45-60)
52,services,divorced,high.school,no,yes,no,telephone,junio,jueves,297,1.0,,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0,0,Maduros (45-60)
38,admin,married,high.school,no,yes,yes,telephone,junio,jueves,2028,1.0,,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,1,0,Adultos (30-45)
54,blue-collar,married,basic,unknown,no,no,telephone,junio,jueves,211,2.0,,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0,0,Maduros (45-60)
39,blue-collar,married,basic,unknown,yes,no,telephone,junio,jueves,453,1.0,,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0,0,Adultos (30-45)
28,blue-collar,married,high.school,no,no,no,telephone,junio,jueves,419,4.0,,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0,0,Jóvenes (<30)
53,technician,married,university.degree,no,no,no,telephone,junio,jueves,498,6.0,,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0,0,Maduros (45-60)
40,admin,married,university.degree,no,no,no,telephone,junio,jueves,202,2.0,,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0,0,Adultos (30-45)
49,management,married,university.degree,no,no,no,telephone,junio,jueves,21,1.0,,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0,0,Maduros (45-60)
40,services,married,high.school,no,yes,yes,telephone,junio,jueves,40,1.0,,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0,0,Adultos (30-45)
23,technician,single,professional.course,no,yes,no,telephone,junio,jueves,148,1.0,,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0,0,Jóvenes (<30)
36,management,single,high.school,no,yes,no,telephone,junio,jueves,184,1.0,,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0,0,Adultos (30-45)
38,unemployed,married,basic,unknown,no,no,telephone,junio,jueves,55,1.0,,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0,0,Adultos (30-45)
31,admin,married,high.school,no,no,no,telephone,junio,jueves,952,4.0,,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,1,0,Adultos (30-45)
36,blue-collar,single,basic,no,no,yes,telephone,junio,jueves,207,1.0,,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0,0,Adultos (30-45)
34,admin,married,basic,no,no,no,telephone,junio,jueves,238,1.0,,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0,0,Adultos (30-45)
35,admin,divorced,university.degree,no,yes,no,telephone,junio,jueves,318,1.0,,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0,0,Adultos (30-45)
37,blue-collar,divorced,basic,no,no,no,telephone,junio,jueves,232,1.0,,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0,0,Adultos (30-45)
57,retired,married,basic,unknown,no,no,telephone,junio,jueves,76,2.0,,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0,0,Maduros (45-60)
35,blue-collar,married,high.school,no,no,no,telephone,junio,jueves,153,6.0,,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0,0,Adultos (30-45)
58,technician,married,high.school,unknown,no,no,telephone,junio,jueves,525,1.0,,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0,0,Maduros (45-60)
36,blue-collar,married,basic,no,no,no,telephone,junio,jueves,97,1.0,,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0,0,Adultos (30-45)
49,management,married,university.degree,no,no,no,telephone,junio,jueves,216,2.0,,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0,0,Maduros (45-60)
38,admin,married,university.degree,no,no,no,telephone,junio,jueves,142,1.0,,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0,0,Adultos (30-45)
39,admin,single,high.school,no,no,no,telephone,junio,jueves,290,1.0,,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0,0,Adultos (30-45)
34,blue-collar,married,professional.course,unknown,yes,no,telephone,junio,jueves,280,3.0,,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0,0,Adultos (30-45)
36,blue-collar,married,basic,no,yes,no,telephone,junio,jueves,559,1.0,,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0,0,Adultos (30-45)
33,blue-collar,single,basic,no,no,no,telephone,junio,jueves,67,1.0,,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0,0,Adultos (30-45)
59,retired,married,basic,unknown,yes,no,telephone,junio,jueves,235,1.0,,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0,0,Maduros (45-60)
57,retired,single,basic,no,yes,no,telephone,junio,jueves,107,1.0,,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0,0,Maduros (45-60)
55,management,married,professional.course,unknown,yes,yes,telephone,junio,jueves,368,2.0,,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0,0,Maduros (45-60)
25,blue-collar,single,basic,no,yes,no,telephone,junio,jueves,74,1.0,,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0,0,Jóvenes (<30)
55,blue-collar,married,basic,unknown,yes,no,telephone,junio,jueves,1136,1.0,,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,1,0,Maduros (45-60)
23,blue-collar,single,basic,no,no,no,telephone,junio,jueves,359,1.0,,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0,0,Jóvenes (<30)
56,self-employed,single,basic,unknown,no,no,telephone,junio,jueves,64,2.0,,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0,0,Maduros (45-60)
31,technician,single,university.degree,no,no,no,telephone,junio,jueves,73,1.0,,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0,0,Adultos (30-45)
51,blue-collar,married,basic,no,no,no,telephone,junio,jueves,16,6.0,,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0,0,Maduros (45-60)
43,blue-collar,divorced,basic,unknown,no,no,telephone,junio,jueves,409,1.0,,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0,0,Adultos (30-45)
45,technician,married,university.degree,no,no,no,telephone,junio,jueves,65,1.0,,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0,0,Adultos (30-45)
57,blue-collar,married,basic,unknown,no,no,telephone,junio,jueves,69,2.0,,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0,0,Maduros (45-60)
34,services,married,basic,no,no,no,telephone,junio,jueves,722,1.0,,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0,0,Adultos (30-45)
31,entrepreneur,married,high.school,no,yes,no,telephone,junio,jueves,133,1.0,,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0,0,Adultos (30-45)
37,management,married,university.degree,no,no,no,telephone,junio,jueves,288,1.0,,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0,0,Adultos (30-45)
29,admin,married,basic,no,yes,no,telephone,junio,jueves,120,1.0,,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0,0,Jóvenes (<30)
60,entrepreneur,married,basic,no,no,no,telephone,junio,jueves,43,3.0,,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0,0,Maduros (45-60)
40,blue-collar,single,basic,unknown,yes,no,telephone,junio,jueves,78,1.0,,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0,0,Adultos (30-45)
55,technician,married,professional.course,unknown,no,no,telephone,junio,jueves,166,1.0,,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0,0,Maduros (45-60)
43,admin,married,university.degree,no,no,no,telephone,junio,jueves,30,2.0,,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0,0,Adultos (30-45)
45,blue-collar,married,basic,unknown,no,no,telephone,junio,jueves,10,6.0,,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0,0,Adultos (30-45)
40,retired,married,professional.course,no,yes,no,telephone,junio,jueves,219,1.0,,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0,0,Adultos (30-45)
37,blue-collar,married,basic,no,yes,no,telephone,junio,jueves,164,2.0,,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0,0,Adultos (30-45)
47,admin,married,university.degree,no,no,no,telephone,junio,jueves,148,1.0,,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0,0,Maduros (45-60)
37,blue-collar,married,professional.course,no,no,no,telephone,junio,jueves,11,6.0,,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0,0,Adultos (30-45)
28,blue-collar,married,basic,no,yes,no,telephone,junio,jueves,130,1.0,,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0,0,Jóvenes (<30)
52,technician,married,professional.course,unknown,no,no,telephone,junio,jueves,208,2.0,,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0,0,Maduros (45-60)
28,blue-collar,married,basic,no,no,no,telephone,junio,jueves,140,1.0,,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0,0,Jóvenes (<30)
25,blue-collar,single,professional.course,no,no,no,telephone,junio,jueves,559,1.0,,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0,0,Jóvenes (<30)
38,services,married,high.school,no,no,no,telephone,junio,jueves,224,1.0,,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0,0,Adultos (30-45)
55,housemaid,married,basic,unknown,yes,no,telephone,junio,jueves,93,4.0,,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0,0,Maduros (45-60)
53,self-employed,divorced,basic,no,yes,no,telephone,junio,jueves,177,2.0,,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0,0,Maduros (45-60)
35,management,married,high.school,no,yes,no,telephone,junio,jueves,405,2.0,,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0,0,Adultos (30-45)
45,management,single,basic,no,yes,no,telephone,junio,jueves,69,1.0,,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0,0,Adultos (30-45)
28,blue-collar,single,high.school,no,no,no,telephone,junio,jueves,1017,1.0,,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0,0,Jóvenes (<30)
36,technician,single,professional.course,no,no,yes,telephone,junio,jueves,385,1.0,,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0,0,Adultos (30-45)
26,admin,single,high.school,unknown,no,no,telephone,junio,jueves,237,5.0,,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0,0,Jóvenes (<30)
45,management,single,basic,no,yes,no,telephone,junio,jueves,237,2.0,,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0,0,Adultos (30-45)
38,admin,married,university.degree,no,no,no,telephone,junio,jueves,202,1.0,,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0,0,Adultos (30-45)
46,services,married,high.school,no,no,yes,telephone,junio,jueves,153,1.0,,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0,0,Maduros (45-60)
49,management,divorced,university.degree,no,no,no,telephone,junio,jueves,163,2.0,,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0,0,Maduros (45-60)
53,technician,married,professional.course,no,no,no,telephone,junio,jueves,97,2.0,,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0,0,Maduros (45-60)
49,admin,married,high.school,unknown,yes,no,telephone,junio,jueves,216,4.0,,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0,0,Maduros (45-60)
42,technician,married,basic,no,no,no,telephone,junio,jueves,399,1.0,,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0,0,Adultos (30-45)
48,blue-collar,married,high.school,unknown,yes,no,telephone,junio,jueves,234,1.0,,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0,0,Maduros (45-60)
26,blue-collar,single,basic,no,yes,no,telephone,junio,jueves,184,3.0,,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0,0,Jóvenes (<30)
35,blue-collar,single,basic,no,yes,no,telephone,junio,jueves,155,1.0,,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0,0,Adultos (30-45)
42,housemaid,married,basic,no,no,no,telephone,junio,jueves,500,2.0,,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,1,0,Adultos (30-45)
50,housemaid,married,basic,no,yes,no,telephone,junio,jueves,167,2.0,,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0,0,Maduros (45-60)
60,management,married,university.degree,no,yes,no,telephone,junio,jueves,89,2.0,,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0,0,Maduros (45-60)
56,retired,married,basic,no,no,no,telephone,junio,jueves,92,2.0,,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0,0,Maduros (45-60)
31,blue-collar,married,basic,no,no,no,telephone,junio,jueves,296,1.0,,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0,0,Adultos (30-45)
46,entrepreneur,married,university.degree,unknown,yes,no,telephone,junio,jueves,563,2.0,,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0,0,Maduros (45-60)
40,blue-collar,married,basic,unknown,no,no,telephone,junio,jueves,146,2.0,,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0,0,Adultos (30-45)
42,management,married,university.degree,no,no,no,telephone,junio,jueves,92,2.0,,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0,0,Adultos (30-45)
33,blue-collar,divorced,basic,no,no,no,telephone,junio,jueves,149,3.0,,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0,0,Adultos (30-45)
60,blue-collar,married,basic,unknown,yes,no,telephone,junio,jueves,80,3.0,,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0,0,Maduros (45-60)
40,blue-collar,married,basic,no,no,no,telephone,junio,jueves,354,6.0,,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0,0,Adultos (30-45)
52,blue-collar,married,basic,no,yes,no,telephone,junio,jueves,106,2.0,,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0,0,Maduros (45-60)
42,services,divorced,high.school,unknown,no,no,telephone,junio,jueves,111,2.0,,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0,0,Adultos (30-45)
48,services,married,high.school,unknown,no,no,telephone,junio,jueves,136,2.0,,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0,0,Maduros (45-60)
34,blue-collar,married,basic,no,yes,yes,telephone,junio,jueves,549,1.0,,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0,0,Adultos (30-45)
34,housemaid,single,university.degree,no,no,no,telephone,junio,jueves,267,2.0,,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0,0,Adultos (30-45)
48,self-employed,married,basic,unknown,yes,no,telephone,junio,jueves,461,2.0,,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0,0,Maduros (45-60)
26,blue-collar,single,basic,unknown,no,no,telephone,junio,jueves,60,4.0,,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0,0,Jóvenes (<30)
38,admin,married,high.school,no,yes,no,telephone,junio,jueves,117,2.0,,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0,0,Adultos (30-45)
39,unemployed,married,university.degree,unknown,no,no,telephone,junio,jueves,21,6.0,,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0,0,Adultos (30-45)
43,technician,single,professional.course,no,yes,no,telephone,junio,jueves,104,1.0,,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0,0,Adultos (30-45)
29,admin,single,high.school,no,yes,yes,telephone,junio,jueves,15,6.0,,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0,0,Jóvenes (<30)
37,blue-collar,married,basic,no,yes,no,telephone,junio,jueves,216,2.0,,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0,0,Adultos (30-45)
28,blue-collar,married,basic,unknown,yes,no,telephone,junio,jueves,211,1.0,,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0,0,Jóvenes (<30)
52,self-employed,married,basic,unknown,no,yes,telephone,junio,jueves,71,2.0,,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0,0,Maduros (45-60)
25,admin,married,high.school,unknown,no,no,telephone,junio,jueves,18,6.0,,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0,0,Jóvenes (<30)
28,technician,married,basic,no,yes,no,telephone,junio,jueves,225,1.0,,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0,0,Jóvenes (<30)
36,admin,married,high.school,unknown,no,yes,telephone,junio,jueves,59,6.0,,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0,0,Adultos (30-45)
47,services,single,basic,no,yes,no,telephone,junio,jueves,835,3.0,,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,1,0,Maduros (45-60)
