age,job,marital,education,default,housing,loan,contact,month,day_of_week,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,y,contactado_previamente,rango_edad
35,admin,married,university.degree,no,yes,no,telephone,mayo,lunes,3.0,,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0,Adultos (30-45)
35,blue-collar,married,high.school,no,yes,no,telephone,mayo,lunes,1.0,,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0,Adultos (30-45)
40,technician,married,professional.course,no,yes,no,telephone,mayo,lunes,2.0,,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0,Adultos (30-45)
42,admin,married,university.degree,no,no,no,telephone,mayo,lunes,1.0,,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0,Adultos (30-45)
51,blue-collar,married,high.school,no,yes,no,telephone,mayo,lunes,2.0,,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0,Maduros (45-60)
49,admin,single,high.school,no,no,no,telephone,mayo,lunes,2.0,,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0,Maduros (45-60)
48,admin,single,university.degree,no,no,no,telephone,mayo,lunes,1.0,,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0,Maduros (45-60)
46,blue-collar,married,basic,no,yes,no,telephone,mayo,lunes,1.0,,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0,Maduros (45-60)
29,services,single,high.school,no,no,no,telephone,mayo,lunes,1.0,,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0,Jóvenes (<30)
44,technician,married,university.degree,no,no,no,telephone,mayo,lunes,1.0,,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0,Adultos (30-45)
41,self-employed,married,high.school,no,no,no,telephone,mayo,lunes,1.0,,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0,Adultos (30-45)
28,self-employed,married,professional.course,no,no,no,telephone,mayo,lunes,5.0,,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0,Jóvenes (<30)
42,technician,single,high.school,no,no,no,telephone,mayo,lunes,1.0,,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0,Adultos (30-45)
38,blue-collar,married,basic,no,yes,no,telephone,mayo,lunes,1.0,,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0,Adultos (30-45)
41,blue-collar,divorced,basic,unknown,yes,no,telephone,mayo,lunes,1.0,,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0,Adultos (30-45)
43,services,married,high.school,no,yes,no,telephone,mayo,lunes,1.0,,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0,Adultos (30-45)
57,retired,single,professional.course,no,yes,no,telephone,mayo,lunes,1.0,,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0,Maduros (45-60)
47,blue-collar,married,basic,unknown,yes,no,telephone,mayo,lunes,5.0,,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0,Maduros (45-60)
47,admin,divorced,university.degree,no,no,no,telephone,mayo,lunes,1.0,,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0,Maduros (45-60)
42,admin,married,basic,no,no,no,telephone,mayo,lunes,1.0,,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0,Adultos (30-45)
52,blue-collar,married,basic,unknown,yes,no,telephone,mayo,lunes,1.0,,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0,Maduros (45-60)
33,admin,married,basic,no,no,no,telephone,mayo,lunes,1.0,,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0,Adultos (30-45)
35,admin,married,university.degree,no,yes,no,telephone,mayo,lunes,1.0,,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0,Adultos (30-45)
26,blue-collar,married,basic,no,yes,no,telephone,mayo,lunes,3.0,,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0,Jóvenes (<30)
35,services,married,high.school,no,yes,no,telephone,mayo,lunes,6.0,,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0,Adultos (30-45)
39,entrepreneur,married,university.degree,no,yes,no,telephone,mayo,lunes,1.0,,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0,Adultos (30-45)
46,self-employed,married,basic,unknown,yes,yes,telephone,mayo,lunes,1.0,,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0,Maduros (45-60)
46,self-employed,married,basic,unknown,yes,yes,telephone,mayo,lunes,1.0,,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0,Maduros (45-60)
48,self-employed,married,basic,unknown,no,no,telephone,mayo,lunes,1.0,,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0,Maduros (45-60)
52,services,divorced,high.school,no,no,no,telephone,mayo,lunes,3.0,,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0,Maduros (45-60)
47,entrepreneur,married,high.school,no,no,no,telephone,mayo,lunes,1.0,,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0,Maduros (45-60)
44,admin,single,university.degree,no,yes,no,telephone,mayo,lunes,6.0,,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0,Adultos (30-45)
36,services,single,basic,no,yes,yes,telephone,mayo,lunes,3.0,,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0,Adultos (30-45)
48,retired,divorced,professional.course,no,yes,no,telephone,mayo,lunes,2.0,,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0,Maduros (45-60)
30,blue-collar,married,high.school,no,no,no,telephone,mayo,lunes,4.0,,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0,Jóvenes (<30)
28,blue-collar,married,basic,no,yes,no,telephone,mayo,lunes,2.0,,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0,Jóvenes (<30)
41,technician,married,basic,no,no,no,telephone,mayo,lunes,2.0,,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0,Adultos (30-45)
45,blue-collar,married,basic,unknown,no,no,telephone,mayo,lunes,4.0,,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0,Adultos (30-45)
32,services,single,basic,no,yes,no,telephone,mayo,lunes,1.0,,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0,Adultos (30-45)
42,entrepreneur,married,basic,no,no,no,telephone,mayo,lunes,1.0,,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0,Adultos (30-45)
41,blue-collar,married,basic,unknown,no,no,telephone,mayo,lunes,1.0,,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0,Adultos (30-45)
44,blue-collar,married,basic,unknown,yes,no,telephone,mayo,lunes,1.0,,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0,Adultos (30-45)
44,unemployed,married,university.degree,unknown,no,yes,telephone,mayo,lunes,6.0,,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0,Adultos (30-45)
32,blue-collar,divorced,basic,unknown,yes,no,telephone,mayo,lunes,1.0,,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0,Adultos (30-45)
55,admin,married,high.school,no,yes,yes,telephone,mayo,lunes,1.0,,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0,Maduros (45-60)
33,services,married,professional.course,no,no,no,telephone,mayo,lunes,2.0,,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0,Adultos (30-45)
42,unemployed,married,high.school,unknown,yes,yes,telephone,mayo,lunes,1.0,,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0,Adultos (30-45)
42,admin,single,university.degree,no,yes,no,telephone,mayo,lunes,5.0,,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0,Adultos (30-45)
32,entrepreneur,married,high.school,unknown,yes,no,telephone,mayo,lunes,1.0,,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0,Adultos (30-45)
31,admin,married,university.degree,unknown,yes,no,telephone,mayo,lunes,1.0,,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0,Adultos (30-45)
48,technician,married,professional.course,no,yes,no,telephone,mayo,lunes,2.0,,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0,Maduros (45-60)
41,blue-collar,married,basic,unknown,yes,no,telephone,mayo,lunes,1.0,,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0,Adultos (30-45)
50,entrepreneur,divorced,university.degree,no,yes,no,telephone,mayo,lunes,2.0,,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0,Maduros (45-60)
42,services,married,high.school,no,no,no,telephone,mayo,lunes,2.0,,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0,Adultos (30-45)
42,admin,divorced,university.degree,no,yes,no,telephone,mayo,lunes,1.0,,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0,Adultos (30-45)
47,technician,married,professional.course,unknown,no,no,telephone,mayo,lunes,1.0,,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0,Maduros (45-60)
36,management,married,university.degree,no,yes,no,telephone,mayo,lunes,1.0,,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0,Adultos (30-45)
34,blue-collar,married,basic,no,yes,no,telephone,mayo,lunes,1.0,,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0,Adultos (30-45)
27,unemployed,married,high.school,no,yes,yes,telephone,mayo,lunes,1.0,,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0,Jóvenes (<30)
44,blue-collar,married,basic,no,no,no,telephone,mayo,lunes,1.0,,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0,Adultos (30-45)
44,services,married,high.school,no,yes,yes,telephone,mayo,lunes,1.0,,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0,Adultos (30-45)
56,technician,married,professional.course,unknown,no,yes,telephone,mayo,lunes,1.0,,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0,Maduros (45-60)
33,blue-collar,single,basic,unknown,no,yes,telephone,mayo,lunes,6.0,,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,1,0,Adultos (30-45)
38,technician,married,professional.course,unknown,yes,no,telephone,mayo,lunes,1.0,,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0,Adultos (30-45)
28,admin,married,high.school,no,unknown,unknown,telephone,mayo,lunes,4.0,,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0,Jóvenes (<30)
39,entrepreneur,married,basic,unknown,yes,yes,telephone,mayo,lunes,2.0,,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0,Adultos (30-45)
52,admin,married,basic,no,no,no,telephone,mayo,lunes,1.0,,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0,Maduros (45-60)
51,admin,divorced,basic,unknown,yes,no,telephone,mayo,lunes,1.0,,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0,Maduros (45-60)
38,blue-collar,married,basic,unknown,no,no,telephone,mayo,lunes,1.0,,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0,Adultos (30-45)
39,management,divorced,university.degree,no,no,no,telephone,mayo,lunes,2.0,,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0,Adultos (30-45)
43,management,married,professional.course,no,no,no,telephone,mayo,lunes,1.0,,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0,Adultos (30-45)
41,admin,single,high.school,no,no,no,telephone,mayo,lunes,1.0,,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0,Adultos (30-45)
41,admin,single,high.school,no,no,yes,telephone,mayo,lunes,1.0,,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0,Adultos (30-45)
41,admin,single,high.school,no,no,no,telephone,mayo,lunes,1.0,,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0,Adultos (30-45)
44,blue-collar,married,basic,unknown,no,no,telephone,mayo,lunes,1.0,,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0,Adultos (30-45)
44,blue-collar,married,basic,unknown,no,no,telephone,mayo,lunes,1.0,,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0,Adultos (30-45)
39,admin,married,university.degree,no,yes,no,telephone,mayo,lunes,6.0,,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0,Adultos (30-45)
46,admin,married,university.degree,unknown,no,no,telephone,mayo,lunes,1.0,,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0,Maduros (45-60)
36,technician,married,high.school,no,yes,no,telephone,mayo,lunes,1.0,,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0,Adultos (30-45)
44,admin,married,high.school,no,yes,no,telephone,mayo,lunes,2.0,,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0,Adultos (30-45)
45,housemaid,married,professional.course,unknown,no,no,telephone,mayo,lunes,2.0,,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0,Adultos (30-45)
47,admin,divorced,university.degree,no,yes,no,telephone,mayo,lunes,2.0,,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0,Maduros (45-60)
44,admin,married,high.school,no,yes,yes,telephone,mayo,lunes,1.0,,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0,Adultos (30-45)
44,management,divorced,basic,unknown,no,no,telephone,mayo,lunes,1.0,,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0,Adultos (30-45)
42,housemaid,married,basic,no,yes,no,telephone,mayo,lunes,1.0,,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0,Adultos (30-45)
44,technician,married,professional.course,no,no,no,telephone,mayo,lunes,1.0,,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0,Adultos (30-45)
59,retired,divorced,professional.course,no,no,no,telephone,mayo,lunes,1.0,,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0,Maduros (45-60)
42,housemaid,married,basic,no,yes,no,telephone,mayo,lunes,1.0,,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0,Adultos (30-45)
32,admin,single,university.degree,unknown,yes,no,telephone,mayo,lunes,1.0,,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0,Adultos (30-45)
36,admin,married,university.degree,no,no,no,telephone,mayo,lunes,1.0,,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0,Adultos (30-45)
42,blue-collar,married,basic,no,no,no,telephone,mayo,lunes,3.0,,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0,Adultos (30-45)
49,technician,married,professional.course,no,yes,no,telephone,mayo,lunes,1.0,,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0,Maduros (45-60)
37,admin,married,university.degree,no,no,no,telephone,mayo,lunes,1.0,,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0,Adultos (30-45)
45,blue-collar,married,basic,no,no,no,telephone,mayo,lunes,1.0,,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0,Adultos (30-45)
54,housemaid,divorced,basic,no,no,no,telephone,mayo,lunes,1.0,,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0,Maduros (45-60)
46,management,married,university.degree,no,no,no,telephone,mayo,lunes,1.0,,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0,Maduros (45-60)
39,blue-collar,single,basic,unknown,no,no,telephone,mayo,lunes,1.0,,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0,Adultos (30-45)
39,blue-collar,married,basic,no,yes,no,telephone,mayo,lunes,1.0,,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0,Adultos (30-45)
48,technician,single,professional.course,no,unknown,unknown,telephone,mayo,lunes,1.0,,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0,Maduros (45-60)
35,technician,single,high.school,no,no,no,telephone,mayo,lunes,1.0,,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0,Adultos (30-45)
41,blue-collar,married,basic,unknown,no,no,telephone,mayo,lunes,1.0,,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0,Adultos (30-45)
53,admin,married,basic,unknown,no,no,telephone,mayo,lunes,1.0,,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0,Maduros (45-60)
37,services,married,high.school,no,no,no,telephone,mayo,lunes,1.0,,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0,Adultos (30-45)
49,admin,married,university.degree,no,yes,no,telephone,mayo,lunes,1.0,,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0,Maduros (45-60)
37,services,married,high.school,no,yes,no,telephone,mayo,lunes,1.0,,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0,Adultos (30-45)
40,services,married,high.school,no,yes,no,telephone,mayo,lunes,3.0,,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0,Adultos (30-45)
34,admin,married,university.degree,no,no,yes,telephone,mayo,lunes,2.0,,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0,Adultos (30-45)
41,unknown,single,basic,no,no,yes,telephone,mayo,lunes,1.0,,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0,Adultos (30-45)
38,technician,married,basic,no,yes,no,telephone,mayo,lunes,2.0,,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0,Adultos (30-45)
43,admin,divorced,high.school,no,no,no,telephone,mayo,lunes,1.0,,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0,Adultos (30-45)
51,blue-collar,married,basic,unknown,unknown,unknown,telephone,mayo,lunes,1.0,,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0,Maduros (45-60)
37,admin,married,high.school,unknown,no,no,telephone,mayo,lunes,1.0,,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0,Adultos (30-45)
33,admin,married,university.degree,no,no,no,telephone,mayo,lunes,1.0,,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0,Adultos (30-45)
45,blue-collar,married,basic,unknown,no,no,telephone,mayo,lunes,1.0,,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0,Adultos (30-45)
30,admin,single,university.degree,no,yes,no,telephone,mayo,lunes,2.0,,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0,Jóvenes (<30)
51,blue-collar,married,basic,unknown,yes,no,telephone,mayo,lunes,1.0,,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0,Maduros (45-60)
24,admin,married,high.school,no,no,yes,telephone,mayo,lunes,1.0,,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0,Jóvenes (<30)
26,technician,single,high.school,no,yes,no,telephone,mayo,lunes,1.0,,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0,Jóvenes (<30)
56,services,married,basic,unknown,no,no,telephone,mayo,lunes,1.0,,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0,Maduros (45-60)
39,blue-collar,married,basic,unknown,no,no,telephone,mayo,lunes,1.0,,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0,Adultos (30-45)
37,technician,married,university.degree,unknown,yes,no,telephone,mayo,lunes,1.0,,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0,Adultos (30-45)
32,services,married,basic,no,yes,no,telephone,mayo,lunes,2.0,,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0,Adultos (30-45)
38,admin,married,university.degree,no,no,yes,telephone,mayo,lunes,1.0,,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0,Adultos (30-45)
50,services,married,high.school,no,yes,no,telephone,mayo,lunes,1.0,,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0,Maduros (45-60)
45,services,divorced,high.school,unknown,no,no,telephone,mayo,lunes,6.0,,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0,Adultos (30-45)
56,blue-collar,married,professional.course,no,yes,no,telephone,mayo,lunes,4.0,,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,1,0,Maduros (45-60)
45,admin,married,basic,no,no,no,telephone,mayo,lunes,2.0,,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0,Adultos (30-45)
35,services,married,high.school,no,no,yes,telephone,mayo,lunes,1.0,,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0,Adultos (30-45)
46,admin,divorced,university.degree,no,yes,no,telephone,mayo,lunes,1.0,,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0,Maduros (45-60)
40,admin,married,university.degree,unknown,no,yes,telephone,mayo,lunes,1.0,,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0,Adultos (30-45)
40,admin,married,university.degree,unknown,yes,no,telephone,mayo,lunes,1.0,,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0,Adultos (30-45)
58,admin,single,university.degree,no,no,no,telephone,mayo,lunes,2.0,,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,1,0,Maduros (45-60)
50,blue-collar,married,basic,unknown,yes,no,telephone,mayo,lunes,1.0,,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0,Maduros (45-60)
44,blue-collar,single,basic,unknown,no,no,telephone,mayo,lunes,1.0,,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0,Adultos (30-45)
40,admin,married,university.degree,unknown,no,no,telephone,mayo,lunes,1.0,,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0,Adultos (30-45)
43,services,married,high.school,no,no,no,telephone,mayo,lunes,1.0,,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0,Adultos (30-45)
28,services,single,high.school,no,no,yes,telephone,mayo,lunes,1.0,,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0,Jóvenes (<30)
37,blue-collar,married,basic,unknown,no,no,telephone,mayo,lunes,1.0,,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0,Adultos (30-45)
30,services,married,high.school,unknown,yes,no,telephone,mayo,lunes,1.0,,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0,Jóvenes (<30)
36,entrepreneur,married,university.degree,unknown,yes,yes,telephone,mayo,lunes,5.0,,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0,Adultos (30-45)
29,technician,married,university.degree,no,yes,no,telephone,mayo,lunes,4.0,,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0,Jóvenes (<30)
44,services,divorced,high.school,no,no,no,telephone,mayo,lunes,1.0,,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0,Adultos (30-45)
30,admin,married,high.school,no,no,no,telephone,mayo,lunes,1.0,,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0,Jóvenes (<30)
26,services,divorced,basic,no,no,yes,telephone,mayo,lunes,6.0,,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0,Jóvenes (<30)
43,blue-collar,single,basic,unknown,yes,no,telephone,mayo,lunes,1.0,,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0,Adultos (30-45)
29,technician,married,professional.course,no,yes,no,telephone,mayo,lunes,2.0,,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0,Jóvenes (<30)
34,services,divorced,basic,unknown,no,yes,telephone,mayo,lunes,2.0,,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0,Adultos (30-45)
47,technician,married,professional.course,unknown,no,yes,telephone,mayo,lunes,1.0,,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0,Maduros (45-60)
44,management,single,university.degree,unknown,yes,no,telephone,mayo,lunes,4.0,,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,1,0,Adultos (30-45)
39,technician,single,high.school,no,yes,no,telephone,mayo,lunes,1.0,,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0,Adultos (30-45)
29,student,single,high.school,no,no,yes,telephone,mayo,lunes,1.0,,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,1,0,Jóvenes (<30)
32,admin,single,professional.course,no,yes,no,telephone,mayo,lunes,6.0,,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0,Adultos (30-45)
41,admin,married,high.school,no,no,yes,telephone,mayo,lunes,1.0,,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0,Adultos (30-45)
36,blue-collar,married,basic,unknown,yes,no,telephone,mayo,lunes,4.0,,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0,Adultos (30-45)
38,admin,married,high.school,unknown,yes,no,telephone,mayo,lunes,6.0,,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0,Adultos (30-45)
39,admin,married,university.degree,no,no,no,telephone,mayo,lunes,1.0,,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0,Adultos (30-45)
57,blue-collar,married,basic,unknown,no,no,telephone,mayo,lunes,2.0,,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0,Maduros (45-60)
36,blue-collar,single,high.school,unknown,no,no,telephone,mayo,lunes,2.0,,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0,Adultos (30-45)
44,blue-collar,married,high.school,no,yes,no,telephone,mayo,lunes,4.0,,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0,Adultos (30-45)
36,housemaid,married,basic,no,no,no,telephone,mayo,lunes,1.0,,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0,Adultos (30-45)
24,services,married,professional.course,no,yes,no,telephone,mayo,lunes,3.0,,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0,Jóvenes (<30)
48,technician,married,basic,unknown,yes,yes,telephone,mayo,lunes,2.0,,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0,Maduros (45-60)
44,technician,single,professional.course,unknown,yes,no,telephone,mayo,lunes,1.0,,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0,Adultos (30-45)
35,student,single,high.school,no,yes,yes,telephone,mayo,lunes,1.0,,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0,Adultos (30-45)
41,services,married,high.school,unknown,yes,no,telephone,mayo,lunes,2.0,,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,1,0,Adultos (30-45)
38,housemaid,divorced,high.school,unknown,yes,no,telephone,mayo,lunes,1.0,,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0,Adultos (30-45)
47,unknown,married,basic,unknown,yes,no,telephone,mayo,lunes,1.0,,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0,Maduros (45-60)
40,admin,single,university.degree,no,yes,yes,telephone,mayo,lunes,2.0,,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0,Adultos (30-45)
30,technician,single,professional.course,no,yes,no,telephone,mayo,lunes,3.0,,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0,Jóvenes (<30)
32,admin,single,university.degree,no,no,no,telephone,mayo,lunes,1.0,,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0,Adultos (30-45)
53,services,married,high.school,unknown,yes,no,telephone,mayo,lunes,1.0,,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0,Maduros (45-60)
26,admin,single,high.school,no,yes,no,telephone,mayo,lunes,1.0,,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0,Jóvenes (<30)
